country,number,title,date,url
Ecuador,2020/101,First report of ‘Candidatus Liberibacter solanacearum’ in Ecuador,2020-05,https://gd.eppo.int/reporting/article-6779
Ecuador,2020/033,First report of Eotetranychus lewisi in Ecuador,2020-02,https://gd.eppo.int/reporting/article-6711
Ecuador,2019/199,New data on quarantine pests and pests of the EPPO Alert List,2019-10,https://gd.eppo.int/reporting/article-6629
Ecuador,2019/092,New data on quarantine pests and pests of the EPPO Alert List,2019-05,https://gd.eppo.int/reporting/article-6522
Ecuador,2019/049,New data on quarantine pests and pests of the EPPO Alert List,2019-03,https://gd.eppo.int/reporting/article-6479
Ecuador,2016/197,First report of maize lethal necrosis in Ecuador,2016-10,https://gd.eppo.int/reporting/article-5942
Ecuador,2016/143,New data on quarantine pests and pests of the EPPO Alert List,2016-08,https://gd.eppo.int/reporting/article-5888
Ecuador,2016/070,New data on quarantine pests and pests of the EPPO Alert List,2016-04,https://gd.eppo.int/reporting/article-5535
Ecuador,2012/065,Lessons learnt from plant eradication programs in the Galapagos (EC),2012-03,https://gd.eppo.int/reporting/article-1892
Ecuador,2012/013,First report of Potato yellowing virus in Ecuador,2012-01,https://gd.eppo.int/reporting/article-1840
Ecuador,2011/042,New data on quarantine pests and pests of the EPPO Alert List,2011-02,https://gd.eppo.int/reporting/article-102
Ecuador,2009/011,First report of Tomato spotted wilt virus and Pepino mosaic virus in Ecuador,2009-01,https://gd.eppo.int/reporting/article-74
Ecuador,2005/122,Teak rust (Olivea tectonae) is spreading in America,2005-08,https://gd.eppo.int/reporting/article-1454
Ecuador,2004/030,History of a disastrous biological invasion: Tecia solanivora in Ecuador,2004-02,https://gd.eppo.int/reporting/article-1551
Ecuador,2002/016,Studies on Potato yellow vein crinivirus in South America,2002-01,https://gd.eppo.int/reporting/article-2179
Ecuador,2000/148,New data on quarantine pests and pests of the EPPO Alert List,2000-10,https://gd.eppo.int/reporting/article-3179
Ecuador,1998/173,Anthonomus grandis is not present in Ecuador,1998-09,https://gd.eppo.int/reporting/article-3682
Ecuador,1991/01,Urgent needs for inspectors,1991-08,https://gd.eppo.int/reporting/article-5447
Egypt,2025/200,Tomato brown rugose fruit virus is officially confirmed in Egypt,2025-08,https://gd.eppo.int/reporting/article-8215
Egypt,2025/139,New data on quarantine pests and pests of the EPPO Alert List,2025-06,https://gd.eppo.int/reporting/article-8152
Egypt,2025/063,Interceptions of Scirtothrips aurantii and S. dorsalis from African countries,2025-03,https://gd.eppo.int/reporting/article-8076
Egypt,2024/049,New data on quarantine pests and pests of the EPPO Alert List,2024-03,https://gd.eppo.int/reporting/article-7799
Egypt,2023/140,First report of Meloidogyne enterolobii in Egypt,2023-06,https://gd.eppo.int/reporting/article-7622
Egypt,2022/035,Spread of Cacyreus marshalli within the EPPO region,2022-02,https://gd.eppo.int/reporting/article-7265
Egypt,2020/125,Tomato brown rugose fruit virus does not occur in Egypt,2020-06,https://gd.eppo.int/reporting/article-6803
Egypt,2020/103,First report of tomato chlorosis virus in Egypt,2020-05,https://gd.eppo.int/reporting/article-6781
Egypt,2020/091,New data on quarantine pests and pests of the EPPO Alert List,2020-05,https://gd.eppo.int/reporting/article-6769
Egypt,2020/102,First report of tomato brown rugose fruit virus in Egypt,2020-05,https://gd.eppo.int/reporting/article-6780
Egypt,2019/136,First report of Spodoptera frugiperda in Egypt,2019-07,https://gd.eppo.int/reporting/article-6566
Egypt,2018/130,Can camels disperse seeds of the invasive tree Prosopis juliflora?,2018-06,https://gd.eppo.int/reporting/article-6324
Egypt,2018/082,Huanglongbing and citrus canker are absent from Egypt,2018-04,https://gd.eppo.int/reporting/article-6276
Egypt,2017/169,First confirmed report of Globodera rostochiensis in Egypt,2017-09,https://gd.eppo.int/reporting/article-6137
Egypt,2016/108,New data on quarantine pests and pests of the EPPO Alert List,2016-06,https://gd.eppo.int/reporting/article-5853
Egypt,2015/162,Clavibacter michiganensis subsp. sepedonicus does not occur in Egypt,2015-09,https://gd.eppo.int/reporting/article-5108
Egypt,2015/130,First report of Clavibacter michiganensis subsp. sepedonicus in Egypt,2015-07,https://gd.eppo.int/reporting/article-4928
Egypt,2014/175,First reports of alien plants in Algeria,2014-09,https://gd.eppo.int/reporting/article-3268
Egypt,2010/195,Eichhornia crassipes plant community in the Nile Delta (Egypt),2010-10,https://gd.eppo.int/reporting/article-710
Egypt,2010/041,New data on quarantine pests and pests of the EPPO Alert List,2010-02,https://gd.eppo.int/reporting/article-396
Egypt,2007/216,Invasive Bactrocera species in Africa,2007-11,https://gd.eppo.int/reporting/article-1296
Egypt,2007/057,Virus diseases newly reported from Egypt,2007-03,https://gd.eppo.int/reporting/article-1006
Egypt,2006/215,Studies on Citrus tristeza virus Egyptian isolates,2006-10,https://gd.eppo.int/reporting/article-1285
Egypt,2004/083,New data on quarantine pests and pests of the EPPO Alert List,2004-06,https://gd.eppo.int/reporting/article-1604
Egypt,2003/056,First report of Beet necrotic yellow vein benyvirus (rhizomania) in Egypt,2003-04,https://gd.eppo.int/reporting/article-2042
Egypt,2002/090,New data on quarantine pests and pests of the EPPO Alert List,2002-06,https://gd.eppo.int/reporting/article-2254
Egypt,2002/018,New data on quarantine pests and pests of the EPPO Alert List,2002-02,https://gd.eppo.int/reporting/article-2181
Egypt,2001/181,Biological control against Rhynchophorus ferrugineus and details on its distribution in Egypt,2001-10,https://gd.eppo.int/reporting/article-3006
Egypt,2001/171,New data on quarantine pests and pests of the EPPO Alert List,2001-10,https://gd.eppo.int/reporting/article-2996
Egypt,2001/118,New data on quarantine pests and pests of the EPPO Alert List,2001-07,https://gd.eppo.int/reporting/article-2943
Egypt,2001/021,New data on quarantine pests and pests of the EPPO Alert List,2001-02,https://gd.eppo.int/reporting/article-2846
Egypt,2000/124,Ralstonia solanacearum on artichoke in Egypt,2000-07,https://gd.eppo.int/reporting/article-3155
Egypt,2000/075,Details on the situation of Bactrocera zonata in Egypt,2000-05,https://gd.eppo.int/reporting/article-3105
Egypt,2000/044,Virus diseases of almond in Western Anatolia (Turkey),2000-03,https://gd.eppo.int/reporting/article-3074
Egypt,2000/022,New data on quarantine pests,2000-02,https://gd.eppo.int/reporting/article-3052
Egypt,2000/015,Ralstonia solanacearum detected in surface water in Egypt,2000-01,https://gd.eppo.int/reporting/article-3045
Egypt,1999/096,EU import prohibition of Egyptian potatoes,1999-06,https://gd.eppo.int/reporting/article-3416
Egypt,1999/076,First report of peach latent mosaic viroid in Egypt on apple and pear,1999-05,https://gd.eppo.int/reporting/article-3396
Egypt,1999/060,First report of Bactrocera zonata in Egypt,1999-04,https://gd.eppo.int/reporting/article-3380
Egypt,1997/219,New peach disease in Egypt caused by Bacillus pumilus,1997-11,https://gd.eppo.int/reporting/article-3948
Egypt,1997/170,New data on quarantine pests,1997-09,https://gd.eppo.int/reporting/article-3899
Egypt,1997/141,Details on tomato yellow leaf curl bigeminivirus in Egypt,1997-07,https://gd.eppo.int/reporting/article-3870
Egypt,1997/115,Diseases of citrus in the Mediterranean and Near East regions,1997-06,https://gd.eppo.int/reporting/article-3844
Egypt,1990/03,Absence of grapevine flavescence dorée MLO from Neareastern countries,1990-04,https://gd.eppo.int/reporting/article-5599
Egypt,1990/04,Situation of several viruses and MLOs in Neareastern countries,1990-04,https://gd.eppo.int/reporting/article-5600
Egypt,1990/02,Distribution of citrus tristeza closterovirus in Neareastern Countries,1990-04,https://gd.eppo.int/reporting/article-5598
Egypt,1986/01,Fireblight in Egypt,1986-06,https://gd.eppo.int/reporting/article-5762
Egypt,1985/01,A2 mating type of Phytophthora infestans,1985-04,https://gd.eppo.int/reporting/article-5770
Egypt,1981/01,Eucalyptus pests,1981-04,https://gd.eppo.int/reporting/article-5790
El Salvador,2025/234,First report of Amrasca biguttula in Central America (Honduras),2025-10,https://gd.eppo.int/reporting/article-8249
El Salvador,2020/054,First report of huanglongbing in El Salvador,2020-03,https://gd.eppo.int/reporting/article-6732
El Salvador,2019/184,Update on the distribution of Gymnandrosoma aurantianum,2019-09,https://gd.eppo.int/reporting/article-6614
El Salvador,2016/004,New data on quarantine pests and pests of the EPPO Alert List,2016-01,https://gd.eppo.int/reporting/article-5172
El Salvador,2014/028,First report of ‘Candidatus Liberibacter solanacearum’ in El Salvador,2014-02,https://gd.eppo.int/reporting/article-2748
Equatorial Guinea,2024/014,First report of ‘Candidatus Phytoplasma palmicola’ in Equatorial Guinea,2024-01,https://gd.eppo.int/reporting/article-7764
Equatorial Guinea,2023/175,New data on quarantine pests and pests of the EPPO Alert List,2023-08,https://gd.eppo.int/reporting/article-7657
Equatorial Guinea,2017/116,Spodoptera frugiperda continues to spread in Africa,2017-06,https://gd.eppo.int/reporting/article-6084
Equatorial Guinea,2008/218,New records of Bactrocera invadens in Africa,2008-11,https://gd.eppo.int/reporting/article-841
Estonia,2024/123,New data on quarantine pests and pests of the EPPO Alert List,2024-06,https://gd.eppo.int/reporting/article-7873
Estonia,2022/086,Eradication on tomato brown rugose fruit virus in Estonia,2022-04,https://gd.eppo.int/reporting/article-7317
Estonia,2022/050,12th International Conference on Biological Invasions: Biological Invasions in a Changing World,2022-02,https://gd.eppo.int/reporting/article-7280
Estonia,2021/166,New data on quarantine pests and pests of the EPPO Alert List,2021-08,https://gd.eppo.int/reporting/article-7105
Estonia,2021/176,First report of tomato brown rugose fruit virus in Estonia,2021-08,https://gd.eppo.int/reporting/article-7115
Estonia,2021/001,New data on quarantine pests and pests of the EPPO Alert List,2021-01,https://gd.eppo.int/reporting/article-6940
Estonia,2020/226,New finding of ‘Candidatus Liberibacter solanacearum’ in Estonia,2020-10,https://gd.eppo.int/reporting/article-6904
Estonia,2019/146,First report of Tomato leaf curl New Delhi virus in Estonia,2019-07,https://gd.eppo.int/reporting/article-6576
Estonia,2019/037,First report of Globodera pallida in Estonia,2019-02,https://gd.eppo.int/reporting/article-6467
Estonia,2018/035,First report of ‘Candidatus Liberibacter solanacearum’ on carrot crops in Estonia,2018-02,https://gd.eppo.int/reporting/article-6229
Estonia,2017/188,First records of damage caused by Lymantria dispar in Estonia,2017-10,https://gd.eppo.int/reporting/article-6156
Estonia,2017/187,First report of Aproceros leucopoda in Estonia,2017-10,https://gd.eppo.int/reporting/article-6155
Estonia,2017/157,New data on quarantine pests and pests of the EPPO Alert List,2017-09,https://gd.eppo.int/reporting/article-6125
Estonia,2017/044,Erwinia amylovora eradicated from Estonia,2017-02,https://gd.eppo.int/reporting/article-6012
Estonia,2016/098,Igutettix oculatus: an invasive pest of lilac,2016-05,https://gd.eppo.int/reporting/article-5732
Estonia,2014/116,New data on quarantine pests and pests of the EPPO Alert List,2014-06,https://gd.eppo.int/reporting/article-2836
Estonia,2014/004,First report of Erwinia amylovora in Estonia,2014-01,https://gd.eppo.int/reporting/article-2722
Estonia,2013/250,A new Estonian regulation on alien species,2013-11,https://gd.eppo.int/reporting/article-2712
Estonia,2013/208,"Outcomes of the IUCN conference ‘Invasive alien species: the urban dimension’, Geneva (CH), 2013-09-05",2013-09,https://gd.eppo.int/reporting/article-2670
Estonia,2011/147,Estonia: national initiatives on Code of conduct,2011-06,https://gd.eppo.int/reporting/article-1716
Estonia,2010/167,The situation of Heracleum mantegazzianum and H. sosnowskyi in Estonia,2010-09,https://gd.eppo.int/reporting/article-629
Estonia,2010/040,Surveys on regulated pests in Estonia: results for 2008,2010-02,https://gd.eppo.int/reporting/article-394
Estonia,2009/067,First report of Mycosphaerella pini in Estonia,2009-04,https://gd.eppo.int/reporting/article-170
Estonia,2008/090,Spiraea species: more information needed on their impact to the environment,2008-04,https://gd.eppo.int/reporting/article-664
Estonia,2004/150,Phytophthora ramorum does not occur in Estonia,2004-10,https://gd.eppo.int/reporting/article-1671
Estonia,2004/149,Pepino mosaic potexvirus does not occur in Estonia,2004-10,https://gd.eppo.int/reporting/article-1670
Estonia,2004/023,Surveys done in 2003 in Estonia on several quarantine pests,2004-02,https://gd.eppo.int/reporting/article-1544
Estonia,2003/136,Occurrence of Phyllonorycter issikii in Estonia,2003-09,https://gd.eppo.int/reporting/article-2122
Estonia,2003/070,Surveys carried out in Estonia: absence of Bursaphelenchus xylophilus and Synchytrium endobioticum,2003-05,https://gd.eppo.int/reporting/article-2056
Estonia,2003/022,"2002 surveys on Erwinia amylovora, Tomato spotted wilt tospovirus and several glasshouse pests in Estonia",2003-02,https://gd.eppo.int/reporting/article-2008
Estonia,2002/149,Absence of Pepino mosaic potexvirus in Estonia,2002-09,https://gd.eppo.int/reporting/article-2313
Estonia,2002/092,Update on the situation of Pepino mosaic potexvirus in the EPPO region,2002-06,https://gd.eppo.int/reporting/article-2256
Estonia,2002/072,Surveys on Ralstonia solanacearum and Clavibacter michiganensis subsp. sepedonicus in Estonia,2002-05,https://gd.eppo.int/reporting/article-2236
Estonia,2001/174,Survey on glasshouse pests in Estonia,2001-10,https://gd.eppo.int/reporting/article-2999
Estonia,2001/175,Survey on Erwinia amylovora in Estonia,2001-10,https://gd.eppo.int/reporting/article-3000
Estonia,2001/105,Survey on potato bacteria in Estonia: first report of Clavibacter michiganensis subsp. sepedonicus and absence of Ralstonia solanacearum,2001-06,https://gd.eppo.int/reporting/article-2930
Estonia,1995/24,Quarantine lists of Estonia,1995-02,https://gd.eppo.int/reporting/article-4204
Estonia,1994/41,Estonia new EPPO Member Country,1994-03,https://gd.eppo.int/reporting/article-4531
Estonia,1988/05,Situation of plum pox virus in the USSR,1988-01,https://gd.eppo.int/reporting/article-5671
Eswatini,2017/035,Spodoptera frugiperda continues to spread in Africa,2017-02,https://gd.eppo.int/reporting/article-6003
